-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 03/31/2021 
Location: Latitude  41.2794   Longitude 1.9794 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 302.35 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,WS2M,PS,WS10M,PRECTOTCORR,T2M
2001,5,6,1.87,97.65,2.64,0.86,12.97
2001,5,7,1.82,98.09,2.61,0.04,13.5
2001,5,8,1.72,98.34,2.33,0.0,14.86
2001,5,9,2.88,97.99,3.98,0.33,14.11
2001,5,10,4.29,97.7,5.93,5.08,13.86
2001,5,11,1.91,97.98,2.85,0.65,17.66
2001,5,12,1.45,97.98,2.16,4.22,18.73
2001,5,13,2.04,97.78,2.83,0.0,17.74
2001,5,14,1.98,97.45,2.77,0.09,17.18
2001,5,15,3.19,97.53,4.54,0.0,18.07
2001,5,16,2.32,97.71,3.33,0.03,19.73
2001,5,17,1.25,97.85,1.77,2.51,20.05
2001,5,18,2.09,98.13,2.88,3.01,17.98
2001,5,19,1.75,98.09,2.64,0.19,18.25
2001,5,20,3.59,97.99,5.11,0.04,19.37
2001,5,21,1.84,97.91,2.6,0.01,18.12
2001,5,22,1.41,97.94,1.95,0.09,18.9
2001,5,23,1.27,98.33,1.85,0.26,17.95
2001,5,24,1.38,98.46,1.92,1.1,19.05
2001,5,25,1.88,98.26,2.68,0.0,20.21
2001,5,26,1.97,98.44,2.98,0.0,21.37
2001,5,27,1.95,98.83,2.88,0.0,22.9
2001,5,28,2.5,98.91,3.67,0.0,23.12
2001,5,29,1.76,98.56,2.66,0.0,25.03
2001,5,30,2.33,98.11,3.4,0.0,25.08
2001,5,31,1.77,98.01,2.68,0.15,25.6
2001,6,1,2.35,98.2,3.3,0.01,21.86
2001,6,2,2.47,98.06,3.38,0.0,21.38
2001,6,3,2.73,98.19,3.69,0.0,20.62
2001,6,4,2.7,98.72,3.63,0.0,20.3
2001,6,5,2.34,98.45,3.09,0.0,20.87
2001,6,6,2.67,98.32,3.66,0.05,19.38
2001,6,7,2.93,98.2,3.93,0.0,20.56
2001,6,8,2.77,97.77,3.73,0.0,20.64
2001,6,9,1.41,97.4,2.05,0.92,22.12
2001,6,10,1.81,97.62,2.42,4.11,20.65
2001,6,11,2.49,98.49,3.35,0.01,19.48
2001,6,12,2.66,98.29,3.64,0.0,20.18
2001,6,13,1.91,98.07,2.57,0.11,21.31
2001,6,14,2.19,97.97,2.91,0.0,22.44
2001,6,15,2.23,97.74,3.12,3.29,23.1
2001,6,16,3.15,97.7,4.38,0.24,22.83
2001,6,17,2.15,98.3,2.87,1.6,20.44
2001,6,18,2.14,98.66,2.8,0.01,20.53
2001,6,19,2.38,98.51,3.23,0.0,20.78
2001,6,20,2.41,98.27,3.28,0.0,21.76
2001,6,21,2.29,98.03,3.12,0.0,24.21
2001,6,22,1.87,97.93,2.58,0.0,25.23
2001,6,23,1.78,97.97,2.51,0.0,25.96
2001,6,24,2.03,98.28,2.91,0.01,25.96
2001,6,25,1.71,98.28,2.34,0.01,26.38
2001,6,26,2.13,98.08,2.93,0.0,25.44
2001,6,27,2.45,97.88,3.3,0.32,23.71
2001,6,28,2.28,98.32,2.99,0.08,23.62
2001,6,29,2.34,98.53,3.12,0.0,23.42
2001,6,30,1.86,98.67,2.62,0.0,25.58
2001,7,1,2.87,98.72,3.91,0.0,25.87
2001,7,2,1.99,98.52,2.61,0.02,25.68
2001,7,3,2.23,98.04,2.91,0.11,25.41
2001,7,4,2.72,97.43,3.61,0.45,22.89
2001,7,5,2.65,97.21,3.54,0.54,23.73
2001,7,6,3.04,97.43,4.15,1.47,22.91
2001,7,7,2.84,98.08,3.91,0.0,22.69
2001,7,8,2.21,98.16,2.88,0.35,23.15
2001,7,9,2.19,97.98,2.95,7.47,22.09
2001,7,10,2.12,98.07,2.92,0.01,24.6
2001,7,11,2.58,98.41,3.38,0.0,24.53
2001,7,12,2.86,98.34,3.74,0.01,24.23
2001,7,13,2.41,97.97,3.18,0.0,24.15
2001,7,14,2.35,97.57,3.06,2.14,24.73
2001,7,15,3.14,97.79,4.16,7.24,20.9
2001,7,16,2.65,98.08,3.59,10.68,18.52
2001,7,17,3.09,97.73,4.25,0.02,22.18
2001,7,18,2.34,97.44,3.08,0.09,22.02
2001,7,19,4.41,97.5,5.98,20.22,17.82
2001,7,20,2.68,98.31,3.6,0.03,19.65
2001,7,21,2.23,98.42,2.97,0.0,21.37
2001,7,22,2.12,98.19,2.84,0.0,23.39
2001,7,23,1.69,97.93,2.3,0.0,23.63
2001,7,24,2.02,97.78,2.8,0.0,25.05
2001,7,25,1.94,97.94,2.66,0.0,25.94
2001,7,26,2.14,98.08,2.96,0.0,26.07
2001,7,27,1.89,98.04,2.48,0.13,25.76
2001,7,28,2.44,98.27,3.31,0.34,25.32
2001,7,29,2.46,98.45,3.42,0.0,25.84
2001,7,30,1.97,98.63,2.83,0.0,27.58
2001,7,31,1.66,98.65,2.41,0.0,28.69
2001,8,1,1.77,98.35,2.56,0.0,29.04
2001,8,2,2.03,97.89,2.75,0.0,27.95
2001,8,3,2.25,98.02,3.01,0.02,25.62
2001,8,4,2.62,98.43,3.46,0.0,24.45
2001,8,5,3.09,98.66,4.06,0.0,23.68
2001,8,6,2.27,98.56,2.98,0.01,24.98
2001,8,7,2.54,98.18,3.3,0.0,25.19
2001,8,8,2.84,97.91,3.71,0.23,25.04
2001,8,9,2.94,98.03,3.8,0.57,24.73
2001,8,10,2.98,98.57,3.91,0.01,23.79
2001,8,11,2.57,98.75,3.3,0.0,23.76
2001,8,12,2.16,98.52,2.77,0.0,23.94
2001,8,13,2.27,98.18,3.05,0.0,25.41
2001,8,14,2.52,98.13,3.39,0.11,24.34
2001,8,15,2.2,98.29,2.95,0.89,24.2
2001,8,16,3.25,98.13,4.42,0.09,24.42
2001,8,17,2.04,98.01,2.73,0.12,23.72
2001,8,18,2.01,97.8,2.6,0.04,23.33
2001,8,19,2.13,97.73,2.83,0.11,23.83
2001,8,20,2.2,98.01,3.01,0.0,24.17
2001,8,21,2.43,98.17,3.23,0.0,24.51
2001,8,22,2.02,98.34,2.63,0.0,25.71
2001,8,23,1.77,98.28,2.34,0.0,26.41
2001,8,24,1.88,98.17,2.49,0.0,26.84
2001,8,25,1.93,98.18,2.55,0.0,26.22
2001,8,26,1.29,98.22,1.73,0.06,25.39
2001,8,27,2.07,98.16,2.85,0.01,26.7
2001,8,28,2.6,97.86,3.66,0.0,26.87
2001,8,29,1.88,97.57,2.55,0.16,26.77
2001,8,30,2.52,97.81,3.34,27.44,23.63
2001,8,31,2.65,97.92,3.53,2.6,22.08
2001,9,1,2.03,98.1,2.67,0.21,20.59
2001,9,2,2.25,98.19,3.02,0.0,20.72
2001,9,3,2.62,98.07,3.54,7.08,22.06
2001,9,4,2.41,98.03,3.27,3.78,22.62
2001,9,5,2.41,98.27,3.17,1.32,20.41
2001,9,6,2.62,98.08,3.46,1.01,20.88
2001,9,7,2.55,98.23,3.48,0.44,21.89
2001,9,8,2.02,98.26,2.96,0.0,22.81
2001,9,9,2.98,97.95,4.04,0.12,20.9
2001,9,10,2.7,98.09,3.59,0.03,18.89
2001,9,11,2.46,98.28,3.27,0.0,18.39
2001,9,12,2.18,98.43,2.92,0.0,19.04
2001,9,13,2.47,98.1,3.39,0.01,21.22
2001,9,14,1.8,97.66,2.37,0.53,21.37
2001,9,15,2.26,98.13,2.96,0.0,20.15
2001,9,16,1.86,98.13,2.49,0.01,20.37
2001,9,17,3.11,97.82,4.16,5.51,17.44
2001,9,18,2.93,98.01,3.98,0.78,15.69
2001,9,19,2.04,98.11,2.83,0.69,16.79
2001,9,20,2.11,98.18,2.86,1.07,18.84
2001,9,21,1.8,97.97,2.42,0.0,20.04
2001,9,22,2.14,97.33,2.89,21.33,18.95
2001,9,23,3.41,96.79,4.7,4.86,20.05
2001,9,24,2.44,97.54,3.38,1.18,18.23
2001,9,25,1.7,98.27,2.41,0.3,17.72
2001,9,26,2.07,98.57,2.89,0.0,18.12
2001,9,27,2.26,98.3,3.02,0.31,19.16
2001,9,28,2.3,98.01,3.0,3.48,18.71
2001,9,29,2.23,97.74,3.16,5.13,20.45
2001,9,30,1.92,98.18,2.7,0.08,19.4
2001,10,1,2.23,98.35,3.14,0.0,20.21
2001,10,2,2.29,98.28,3.09,0.02,20.33
2001,10,3,1.88,98.01,2.58,0.21,21.96
2001,10,4,1.86,98.15,2.55,3.23,19.16
2001,10,5,1.48,97.78,2.13,0.01,19.2
2001,10,6,2.25,97.7,3.27,0.08,20.49
2001,10,7,3.63,97.76,5.09,0.01,19.02
2001,10,8,3.37,97.85,4.66,0.07,17.81
2001,10,9,1.66,97.9,2.38,8.06,17.65
2001,10,10,4.14,98.78,5.71,3.91,17.62
2001,10,11,2.89,99.23,4.06,0.0,18.98
2001,10,12,2.99,98.93,4.32,0.0,19.78
2001,10,13,1.62,98.74,2.49,1.55,19.7
2001,10,14,1.53,98.45,2.3,0.01,19.57
2001,10,15,2.55,98.3,3.79,0.0,17.91
2001,10,16,1.65,98.75,2.34,0.0,19.05
2001,10,17,1.57,98.39,2.17,4.91,17.69
2001,10,18,2.1,97.85,3.02,7.62,18.53
2001,10,19,2.62,97.54,3.52,3.46,18.94
2001,10,20,3.65,97.17,5.08,5.54,17.83
2001,10,21,3.77,97.76,5.34,0.01,15.48
2001,10,22,2.47,98.12,3.7,0.0,15.69
2001,10,23,2.78,98.44,4.01,0.13,17.09
2001,10,24,1.69,99.16,2.32,0.0,16.34
2001,10,25,1.8,99.08,2.55,0.0,15.87
2001,10,26,2.02,98.61,2.98,0.0,15.18
2001,10,27,1.77,98.63,2.48,0.0,17.01
2001,10,28,1.68,98.98,2.42,0.0,17.8
2001,10,29,1.5,99.15,2.36,0.0,19.02
2001,10,30,1.23,98.97,1.86,0.0,18.74
2001,10,31,1.22,98.97,1.67,0.49,17.81
2001,11,1,2.02,99.02,2.97,1.93,14.48
2001,11,2,3.51,99.26,4.94,0.47,13.57
2001,11,3,2.55,99.23,3.67,0.05,12.98
2001,11,4,1.8,98.76,2.57,0.01,13.65
2001,11,5,1.47,98.46,2.28,0.04,14.04
2001,11,6,1.12,98.53,1.55,0.03,13.09
2001,11,7,1.47,98.6,2.24,0.02,13.18
2001,11,8,3.98,97.7,5.5,0.3,12.97
2001,11,9,3.77,97.3,5.23,0.58,7.65
2001,11,10,5.65,97.68,7.77,0.2,6.7
2001,11,11,4.73,97.06,6.62,13.96,9.59
2001,11,12,2.27,97.29,3.26,0.49,10.43
2001,11,13,2.55,97.35,3.83,0.32,11.23
2001,11,14,4.1,97.52,5.72,1.97,7.48
2001,11,15,8.95,97.88,12.38,7.48,7.87
2001,11,16,4.4,98.79,6.18,14.81,11.78
2001,11,17,3.84,98.8,5.37,15.92,12.32
2001,11,18,2.31,98.3,3.41,0.3,10.7
2001,11,19,1.3,98.2,1.88,0.09,9.17
2001,11,20,1.56,98.8,2.31,0.0,8.68
2001,11,21,1.09,99.33,1.45,0.01,9.11
2001,11,22,1.37,98.97,1.98,0.01,8.63
2001,11,23,1.84,98.54,2.91,0.08,8.51
2001,11,24,1.62,98.76,2.26,0.0,8.56
2001,11,25,1.05,98.32,1.5,0.0,10.26
2001,11,26,1.9,97.8,2.7,0.0,8.2
2001,11,27,1.62,97.94,2.45,0.01,7.69
2001,11,28,2.06,98.64,3.08,0.05,7.96
2001,11,29,1.34,98.88,2.07,0.0,9.26
2001,11,30,1.6,98.54,2.34,0.02,11.03
2001,12,1,1.08,98.45,1.59,0.0,11.25
2001,12,2,1.06,98.64,1.54,0.05,10.67
2001,12,3,1.34,98.85,1.93,0.01,10.05
2001,12,4,1.47,98.96,2.15,0.0,9.94
2001,12,5,0.96,99.15,1.43,0.0,11.78
2001,12,6,1.62,99.08,2.58,0.02,11.61
2001,12,7,1.62,98.84,2.4,0.03,10.92
2001,12,8,2.47,99.17,3.76,0.0,8.14
2001,12,9,1.91,99.37,2.92,0.0,7.29
2001,12,10,3.04,99.55,4.56,0.02,6.27
2001,12,11,1.48,99.22,2.41,0.0,5.12
2001,12,12,1.8,98.46,2.59,0.0,5.12
2001,12,13,1.66,97.98,2.24,0.0,5.58
2001,12,14,3.8,97.96,5.16,7.31,2.48
2001,12,15,5.15,98.1,7.12,9.55,1.89
2001,12,16,1.9,98.48,2.87,0.6,2.97
2001,12,17,1.23,98.99,1.84,0.0,2.85
2001,12,18,2.06,99.22,3.05,0.44,3.6
2001,12,19,1.02,99.22,1.59,0.1,4.72
2001,12,20,1.11,98.62,1.56,0.0,4.79
2001,12,21,1.77,98.53,2.62,0.0,3.35
2001,12,22,1.88,97.89,2.82,0.0,1.17
2001,12,23,1.74,97.57,2.69,0.17,3.25
2001,12,24,1.87,98.13,2.86,0.0,0.67
2001,12,25,2.92,97.96,4.23,0.0,0.65
2001,12,26,2.37,97.73,3.68,0.1,2.51
2001,12,27,2.29,98.51,3.55,0.37,3.6
2001,12,28,3.02,98.66,4.55,0.23,3.85
2001,12,29,3.34,97.89,4.81,0.0,4.76
2001,12,30,3.45,97.57,4.91,0.2,7.18
2001,12,31,1.98,98.34,2.8,0.13,5.95
2002,1,1,3.28,99.43,4.55,0.61,5.69
2002,1,2,1.98,99.2,2.94,6.08,7.06
2002,1,3,1.51,98.5,2.2,4.11,8.9
2002,1,4,4.5,99.21,6.28,4.5,7.42
2002,1,5,1.34,99.72,1.82,0.01,6.83
2002,1,6,1.19,99.52,1.83,0.0,5.65
2002,1,7,2.18,98.85,3.23,0.0,3.93
2002,1,8,1.88,99.2,2.81,3.82,6.71
2002,1,9,1.88,99.77,2.84,0.6,7.38
2002,1,10,0.9,99.73,1.3,0.74,7.99
2002,1,11,1.55,99.67,2.3,0.02,6.53
2002,1,12,1.98,99.53,3.01,0.0,6.93
2002,1,13,1.93,99.11,3.0,0.21,7.66
2002,1,14,1.46,98.86,2.23,1.1,9.51
2002,1,15,1.98,98.51,2.94,0.56,8.07
2002,1,16,2.34,98.51,3.58,0.05,5.42
2002,1,17,1.36,98.63,2.09,0.0,4.98
2002,1,18,1.59,98.67,2.48,0.0,5.28
2002,1,19,1.07,98.89,1.56,0.01,6.81
2002,1,20,1.82,99.24,2.7,0.0,7.15
2002,1,21,2.5,98.71,3.76,0.59,6.97
2002,1,22,2.12,98.26,3.27,0.35,7.24
2002,1,23,3.13,97.81,4.57,2.02,7.83
2002,1,24,5.38,98.02,7.47,0.04,8.08
2002,1,25,2.1,98.84,3.28,0.01,8.17
2002,1,26,1.67,99.1,2.7,0.0,10.19
2002,1,27,2.63,99.04,3.97,0.0,10.93
2002,1,28,1.37,99.34,2.09,0.0,11.16
2002,1,29,1.45,99.34,2.18,0.0,12.19
2002,1,30,1.39,99.05,1.91,0.0,10.11
2002,1,31,2.3,98.85,3.27,0.0,10.12
2002,2,1,2.12,99.27,3.17,0.0,8.94
2002,2,2,1.45,99.28,2.01,0.0,9.73
2002,2,3,1.61,99.04,2.26,0.01,9.2
2002,2,4,1.66,98.97,2.6,0.0,9.48
2002,2,5,3.23,98.22,4.7,1.14,9.64
2002,2,6,5.93,97.57,8.15,0.07,9.14
2002,2,7,2.3,98.42,3.25,0.05,8.4
2002,2,8,1.99,99.18,2.86,0.0,8.35
2002,2,9,2.03,98.7,2.93,0.0,10.57
2002,2,10,1.4,98.7,2.05,0.0,11.33
2002,2,11,1.79,98.63,2.65,0.0,10.37
2002,2,12,1.48,98.7,2.3,0.05,12.62
2002,2,13,1.76,98.39,2.73,0.0,10.93
2002,2,14,1.7,97.71,2.58,4.47,7.74
2002,2,15,2.05,98.08,2.91,1.96,6.92
2002,2,16,2.07,98.44,2.84,4.5,5.83
2002,2,17,1.62,98.37,2.27,0.77,6.09
2002,2,18,1.21,98.63,1.68,0.01,7.93
2002,2,19,1.52,99.24,2.36,0.01,8.06
2002,2,20,4.58,98.58,6.4,0.1,7.3
2002,2,21,5.89,97.9,8.24,0.07,7.8
2002,2,22,2.12,98.31,3.14,0.01,8.19
2002,2,23,2.66,98.27,3.96,0.08,11.0
2002,2,24,2.5,98.37,3.49,0.08,11.2
2002,2,25,1.91,98.32,2.83,0.0,11.35
2002,2,26,2.98,98.04,4.5,0.0,10.84
2002,2,27,4.28,97.75,6.06,0.01,12.0
2002,2,28,1.92,97.76,2.71,0.06,11.08
2002,3,1,2.45,97.19,3.47,1.24,11.01
2002,3,2,1.88,97.43,2.86,4.32,8.84
2002,3,3,1.66,98.01,2.36,0.18,7.46
2002,3,4,4.37,97.51,6.12,4.94,8.83
2002,3,5,3.66,96.7,5.12,9.7,9.8
2002,3,6,1.9,97.63,2.84,0.33,9.12
2002,3,7,1.52,98.47,2.18,0.07,10.82
2002,3,8,1.64,98.45,2.31,0.02,12.14
2002,3,9,1.62,98.16,2.48,0.03,12.89
2002,3,10,1.94,98.29,2.72,0.0,11.7
2002,3,11,1.91,98.33,2.66,0.0,11.21
2002,3,12,1.7,98.12,2.45,0.0,11.51
2002,3,13,3.81,97.48,5.43,0.58,12.47
2002,3,14,3.05,97.22,4.23,0.07,11.12
2002,3,15,2.8,97.61,4.05,0.0,11.46
2002,3,16,2.2,97.72,3.02,0.48,10.55
2002,3,17,1.79,97.8,2.63,3.2,11.57
2002,3,18,3.41,97.95,4.95,0.01,11.79
2002,3,19,2.42,98.42,3.61,0.0,16.19
2002,3,20,1.57,98.92,2.43,0.0,16.23
2002,3,21,1.66,98.94,2.56,0.0,17.38
2002,3,22,1.97,98.84,2.98,0.0,15.63
2002,3,23,1.43,98.59,2.01,0.0,16.33
2002,3,24,1.59,98.6,2.21,0.0,12.35
2002,3,25,1.78,98.5,2.45,0.01,10.93
2002,3,26,2.29,98.55,3.16,0.04,10.63
2002,3,27,1.84,98.44,2.55,0.0,10.34
2002,3,28,5.85,98.32,8.03,1.11,9.91
2002,3,29,4.79,98.36,6.57,8.95,9.23
2002,3,30,2.06,98.65,2.9,0.52,10.19
2002,3,31,1.8,98.44,2.54,0.0,12.16
2002,4,1,2.12,98.03,3.04,0.0,12.66
2002,4,2,5.52,97.43,7.57,6.15,10.46
2002,4,3,3.77,96.43,5.13,15.12,10.43
2002,4,4,3.46,96.78,4.88,3.44,11.79
2002,4,5,2.66,96.95,3.74,0.0,11.96
2002,4,6,2.7,96.74,3.72,2.98,12.51
2002,4,7,2.49,97.14,3.45,7.19,12.57
2002,4,8,2.3,97.28,3.33,1.38,13.62
2002,4,9,2.12,97.42,3.02,0.58,14.3
2002,4,10,2.41,96.74,3.31,10.94,10.61
2002,4,11,3.36,95.86,4.64,7.53,12.63
2002,4,12,3.8,95.88,5.19,9.76,11.17
2002,4,13,2.51,96.44,3.56,0.4,13.33
2002,4,14,2.42,97.5,3.29,0.38,11.19
2002,4,15,1.75,97.83,2.42,0.05,11.05
2002,4,16,2.52,98.1,3.44,0.02,10.99
2002,4,17,1.82,98.1,2.43,0.0,12.52
2002,4,18,1.48,98.32,2.07,0.0,13.63
2002,4,19,1.57,98.59,2.22,0.15,13.79
2002,4,20,1.78,98.88,2.4,0.0,15.06
2002,4,21,2.08,99.12,2.98,0.0,14.37
2002,4,22,2.08,99.3,3.11,0.0,15.52
2002,4,23,1.96,99.11,3.05,0.0,16.91
2002,4,24,2.03,98.74,3.09,0.0,18.22
2002,4,25,1.91,98.53,2.98,0.11,18.89
2002,4,26,1.43,98.13,2.21,0.01,18.3
2002,4,27,2.55,98.12,3.46,0.07,15.85
2002,4,28,2.18,97.73,2.97,0.0,15.69
2002,4,29,2.23,98.17,3.01,0.0,15.7
2002,4,30,2.67,98.13,3.61,0.0,15.29
2002,5,1,1.59,97.52,2.11,2.02,14.76
2002,5,2,2.27,97.24,3.02,4.71,13.01
2002,5,3,1.41,97.44,1.98,2.79,12.31
2002,5,4,2.01,98.04,2.83,0.82,13.25
2002,5,5,1.82,98.23,2.48,0.34,11.3
2002,5,6,4.5,98.03,6.18,2.36,10.34
2002,5,7,7.98,97.2,11.05,18.52,12.09
2002,5,8,6.41,96.81,8.89,11.11,13.12
2002,5,9,2.59,97.08,3.57,4.82,13.93
2002,5,10,1.48,97.52,2.08,6.14,13.18
2002,5,11,1.66,97.89,2.19,3.92,12.07
2002,5,12,2.33,98.12,3.31,0.23,14.94
2002,5,13,2.14,98.19,3.08,0.0,17.01
2002,5,14,1.91,98.75,2.7,0.0,17.62
2002,5,15,1.7,98.91,2.45,0.0,19.19
2002,5,16,1.77,98.61,2.42,0.0,19.32
2002,5,17,2.37,97.91,3.34,0.72,18.15
2002,5,18,2.39,98.16,3.34,1.03,18.12
2002,5,19,1.96,98.49,2.73,0.0,17.4
2002,5,20,2.3,97.92,3.22,0.0,19.31
2002,5,21,2.3,97.42,3.17,0.01,17.91
2002,5,22,1.82,97.02,2.53,0.87,16.45
2002,5,23,1.62,97.45,2.21,6.58,16.32
2002,5,24,2.6,97.98,3.65,0.22,17.71
2002,5,25,2.6,98.01,3.59,0.11,18.01
2002,5,26,2.7,97.82,3.63,3.6,16.83
2002,5,27,2.91,97.65,3.93,2.43,16.48
2002,5,28,2.12,97.93,2.84,0.04,16.99
2002,5,29,2.18,98.35,2.9,0.11,17.72
2002,5,30,1.8,98.59,2.51,0.0,19.45
2002,5,31,1.81,98.62,2.5,0.01,21.06
2002,6,1,1.66,98.41,2.34,0.17,21.62
2002,6,2,1.8,98.15,2.52,0.0,22.85
2002,6,3,1.91,97.81,2.67,0.03,21.94
2002,6,4,3.41,96.99,4.72,8.17,19.19
2002,6,5,3.2,96.76,4.35,11.49,16.52
2002,6,6,3.08,97.04,4.09,2.52,16.31
2002,6,7,3.1,97.55,4.27,0.08,17.14
2002,6,8,2.13,97.39,2.89,13.92,15.25
2002,6,9,2.7,97.73,3.66,0.16,17.55
2002,6,10,2.45,98.26,3.21,0.84,17.98
2002,6,11,1.71,98.49,2.24,0.0,19.17
2002,6,12,1.58,98.54,2.15,0.0,22.18
2002,6,13,1.73,98.56,2.48,0.0,24.33
2002,6,14,1.99,98.39,3.0,0.12,24.58
2002,6,15,1.91,98.41,2.79,0.01,24.12
2002,6,16,1.92,98.43,2.67,0.0,24.36
2002,6,17,1.71,98.47,2.32,0.0,24.67
2002,6,18,1.73,98.43,2.36,0.01,24.58
2002,6,19,1.56,98.31,2.16,0.02,25.4
2002,6,20,1.48,98.44,2.01,0.01,24.54
2002,6,21,1.89,98.54,2.76,0.0,25.83
2002,6,22,1.73,98.53,2.48,0.0,26.92
2002,6,23,1.62,98.29,2.22,0.0,27.2
2002,6,24,1.86,98.32,2.55,0.13,25.31
2002,6,25,2.38,98.53,3.3,0.0,26.1
2002,6,26,2.07,98.5,2.78,0.0,25.51
2002,6,27,2.19,98.02,2.98,0.01,25.19
2002,6,28,2.65,98.02,3.51,0.01,24.6
2002,6,29,2.44,98.39,3.21,0.9,22.46
2002,6,30,2.16,98.27,2.82,0.04,20.64
2002,7,1,1.92,97.93,2.59,0.13,20.83
2002,7,2,2.5,97.75,3.34,0.02,22.58
2002,7,3,2.73,97.71,3.75,0.01,24.13
2002,7,4,3.43,98.3,4.52,0.0,21.72
2002,7,5,2.82,98.14,3.7,0.04,21.83
2002,7,6,2.36,98.24,3.08,0.04,21.32
2002,7,7,2.2,98.3,2.88,0.0,22.41
2002,7,8,2.11,97.99,2.77,0.34,23.25
2002,7,9,2.23,97.72,2.96,0.07,23.48
2002,7,10,2.21,97.82,2.9,0.34,23.06
2002,7,11,2.41,98.34,3.17,0.04,23.31
2002,7,12,1.93,98.3,2.6,6.63,23.36
2002,7,13,2.66,98.19,3.51,1.51,21.86
2002,7,14,2.7,98.23,3.71,5.0,19.62
2002,7,15,1.84,97.87,2.59,0.07,22.3
2002,7,16,1.65,97.91,2.25,0.44,23.2
2002,7,17,1.92,98.12,2.64,0.11,23.99
2002,7,18,2.36,97.96,3.17,0.0,23.68
2002,7,19,1.95,97.98,2.57,0.01,24.24
2002,7,20,2.36,98.19,3.23,0.0,25.82
2002,7,21,1.65,98.09,2.22,0.06,26.44
2002,7,22,2.41,98.05,3.3,0.0,25.58
2002,7,23,2.23,97.99,2.95,0.01,24.99
2002,7,24,2.3,98.27,3.07,0.04,24.44
2002,7,25,2.21,98.26,2.8,0.28,23.52
2002,7,26,2.69,98.26,3.52,0.08,23.22
2002,7,27,2.25,98.13,3.02,0.0,24.43
2002,7,28,2.33,98.27,3.16,0.0,25.02
2002,7,29,1.83,98.14,2.49,0.02,25.96
2002,7,30,2.06,97.82,2.84,7.11,24.53
2002,7,31,2.95,97.65,3.88,10.96,23.01
2002,8,1,1.19,97.96,1.58,24.0,18.79
2002,8,2,1.92,97.92,2.49,0.0,21.48
2002,8,3,1.99,97.8,2.7,0.0,23.02
2002,8,4,1.82,97.91,2.44,0.08,23.12
2002,8,5,2.09,97.91,2.73,0.21,23.59
2002,8,6,2.7,98.03,3.65,0.44,24.04
2002,8,7,2.34,98.27,3.07,0.13,22.42
2002,8,8,1.62,97.9,2.13,9.24,21.21
2002,8,9,2.64,97.59,3.57,0.85,20.94
2002,8,10,2.03,97.23,2.7,6.04,18.38
2002,8,11,2.91,97.6,3.97,0.11,20.13
2002,8,12,2.25,98.03,3.04,0.07,22.12
2002,8,13,2.56,98.25,3.34,0.01,22.22
2002,8,14,2.28,98.12,3.02,0.01,24.15
2002,8,15,1.98,98.07,2.71,0.44,25.46
2002,8,16,1.99,98.14,2.7,2.33,25.55
2002,8,17,1.73,97.87,2.37,0.0,25.57
2002,8,18,2.09,97.82,2.73,0.16,25.09
2002,8,19,1.84,98.04,2.45,1.09,24.65
2002,8,20,1.69,98.12,2.2,0.07,24.63
2002,8,21,2.14,98.09,2.8,0.31,23.8
2002,8,22,1.39,97.94,1.87,7.49,21.91
2002,8,23,1.37,98.0,1.81,2.47,22.84
2002,8,24,2.52,98.15,3.38,17.97,19.8
2002,8,25,3.27,98.06,4.38,3.05,21.37
2002,8,26,1.79,98.1,2.44,0.48,20.88
2002,8,27,1.74,98.15,2.38,9.18,18.16
2002,8,28,1.67,98.02,2.23,0.31,19.75
2002,8,29,1.94,98.16,2.6,0.09,22.34
2002,8,30,1.71,98.29,2.29,0.04,23.12
2002,8,31,1.4,98.38,1.96,2.66,22.51
2002,9,1,1.88,98.42,2.59,0.14,22.56
2002,9,2,1.83,98.42,2.53,0.59,20.21
2002,9,3,2.31,98.14,3.16,2.65,21.65
2002,9,4,1.5,98.02,2.06,1.87,21.14
2002,9,5,2.34,98.08,3.05,1.35,21.46
2002,9,6,2.16,98.3,2.93,0.44,20.78
2002,9,7,2.01,97.99,2.67,0.25,20.73
2002,9,8,1.52,97.6,2.02,3.98,21.94
2002,9,9,2.96,97.74,4.11,1.81,21.61
2002,9,10,2.07,98.52,2.8,0.0,20.33
2002,9,11,1.95,98.3,2.55,0.0,20.69
2002,9,12,3.52,97.93,4.72,0.67,20.31
2002,9,13,3.52,97.93,4.62,1.37,18.07
2002,9,14,2.22,98.11,2.96,0.01,19.17
2002,9,15,1.88,97.96,2.58,0.0,20.24
2002,9,16,1.87,97.84,2.54,2.31,19.95
2002,9,17,2.3,97.79,3.12,8.32,20.85
2002,9,18,1.3,97.83,1.71,0.88,20.99
2002,9,19,1.93,97.98,2.75,0.01,21.98
2002,9,20,1.8,98.15,2.64,0.29,22.55
2002,9,21,2.09,97.78,2.98,3.83,20.62
